ID,SKU,"Item Name",Category,UOM,"Unit Price (edit here)"
347,69201,"HAMPSTEAD GREEN TEA $ MINT",tea,pcs,67.0000
745,70599,"HAMPSTEAD WILD ROSEHIP & HIBISCUS",tea,pcs,67.0000
353,69211,"HAND TOWEL",consumable,pcs,666.0000
818,70979,"HOISIN SAUCE",raw_material,g,12.6000
368,69238,"ICE TEA RAPBERRY FLAVOURED TIN",tea,g,7.4000
892,71973,"ICED TEA LEMON FLAVOURED",,g,7.4000
369,69240,"ICING COLOUR",pastry_ingredient,cu,500.0000
370,69241,"ICING SUGAR",sugar,g,2.4000
375,69248,"IRISH POTATO",vegetable,g,3.0000
377,69254,"IRON SPONGE",consumable,pcs,250.0000
753,70610,"KNOR MAGGI (BEEF & CHICKEN)",raw_material,g,6.0000
396,69289,LEEK,vegetable,kg,7.5000
397,69290,LEMON,vegetable,g,2.0000
903,71984,"LEMON ICED TEA",,pcs,7.4000
885,71966,"LEMON JUICE",,ml,5.0000
398,69294,LETTUCE,vegetable,g,27.0000
399,69295,"LIGHT SOY SAUCE",sauce,g,7.2000
884,71965,"LIME JUICE",,ml,11.0000
402,69298,"LIPTON ICED TEA",tea,g,7.4000
887,71968,"MANGO FRUIT",,pcs,1000.0000
412,69313,"MAPLE SYRUP",syrup,g,9.8000
415,69317,"MARGARINE BUTTER (PASTRY)",butter,g,4.9000
420,69325,"MATCHA POWDER",tea,g,100.0000
421,69328,MAYONNAISE,butter,g,4.1000
832,71147,"MILK FLAVOUR",raw_material,g,1.0000
434,69344,"MINT PASTE",paste,g,2.0000
435,69347,"MIX TO DRINK BLACK CURRANT",drink,g,1.5000
767,70717,"MOPPING STICK",raw_material,pcs,2500.0000
440,69357,"MOZZARELLA CHEESE",cheese,g,2.0000
441,69362,MUSHROOM,food_ingredient,g,4.3000
444,69371,"NESTLE WATER",water,btl,180.0000
898,71979,"NOCCIOLA SELECTION PASTA",,g,800.0000
449,69378,"NOTE BOOK",consumable,pcs,1800.0000
726,70224,"OAT MILK",milk,ml,6.3000
453,69384,"OFFICE FLAT FILE",consumable,pcs,200.0000
454,69385,"OLIVE OIL",kitchen_ingredient,ml,12.0000
455,69387,"ONION POWDER",kitchen_ingredient,g,49.0000
748,70605,"ORANGE JUICE",juice,g,2.0000
460,69392,OREOS,topping,g,13.0000
727,70231,"ORGANIC PU-ERH TEA WITH CHOCOLATE",tea,pcs,67.0000
470,69408,"PAPRIKA POWDER",kitchen_ingredient,g,31.2000
472,69410,"PARMESSAN CHEESE",cheese,g,50.0000
894,71975,"PASTA CREMA BACI",,g,700.0000
897,71978,"PASTA PANNA COTTA",,g,720.0000
494,69446,"PEACH SCHNAPPS",drink,ml,15.0000
802,70842,"PEACH SYRUP",raw_material,g,17.0000
495,69447,"PEAK MILK",milk,ml,7.4000
512,69474,"PLASTIC COKE",drink,ml,1.5000
514,69476,"PLASTIC FANTA",drink,ml,1.5000
521,69484,"PLASTIC SPRITE",drink,ml,1.5000
751,70608,"POS PAPER",raw_material,pcs,160.0000
526,69494,"POWDERED MILK",milk,g,7.0000
729,70263,"POWER HORSE",drink,box,24.0000
527,69496,PRAWN,sea_food,g,16.0000
534,69523,"RAW CORN",corn,g,2.0800
537,69526,"REAL CHILLI SAUCE",sauce,btl,5.6000
540,69531,"RED CHILLI POWDER",seasoning,g,21.5000
542,69533,"RED GRAPE",vegetable,g,12.0000
544,69535,"RED VELVET POWDER",raw_material,g,50.0000
550,69544,"SALAD CREAM",kitchen_ingredient,g,4.0000
561,69559,SAUSAGE,protein,pcs,152.0000
567,69568,"SESAME OIL",oil,ml,5.6000
875,69626,STRAWBERRY,,g,24.0000
883,71964,"STRAWBERRY SYRUP",,ml,25.0000
658,69753,"UNSALTED BUTTER",butter,g,29.0000
