ID,SKU,"Item Name",Category,UOM,"Quantity On Hand (edit here)","Reorder Level (edit here)","Max Stock Level (edit here)"
711,69833,YEAST,raw_material,g,1000,,
811,70914,"YOGI BLUEBERRY SLIM LIFE",raw_material,pcs,0,20,
812,70915,"YOGI CONSTIPATION SUPPORT",raw_material,pcs,0,,
813,70916,"YOGI SUPPORT ANTIOXIDANT",raw_material,pcs,0,20,
506,69465,"PINK SALT",salt,g,1000,,
551,69547,SALT,salt,g,1000,,
744,70597,"CHOCOLATE COATING SAUCE",sauce,g,1000,,
230,69039,"DARK SAUCE",sauce,ml,1000,,
231,69040,"DARK SOY SAUCE",sauce,g,1001,,
270,69092,"FISH SAUCE",sauce,g,1001,,
399,69295,"LIGHT SOY SAUCE",sauce,g,1001,,
537,69526,"REAL CHILLI SAUCE",sauce,btl,1001,,
611,69629,"STRAWBERRY SAUCE",sauce,ml,1000,,
527,69496,PRAWN,sea_food,g,1001,,
573,69574,SHRIMP,sea_food,g,1000,,
540,69531,"RED CHILLI POWDER",seasoning,g,1001,,
560,69557,"SASUN SEASONING",seasoning,g,1000,,
605,69621,"STEAKBURGER SEASONING",seasoning,g,1000,,
615,69635,"SUYA SPICE",seasoning,g,1000,,
91,68833,"BRANDED SERVING TRAY",serve_ware,pcs,1000,,
148,68917,"CHIPS FRYING BASKET",serve_ware,pcs,1000,,
202,68997,"CORNER STORE CERAMIC FOOD PLATE",serve_ware,pcs,1000,,
205,69000,"CORNER STORE SERVING TRAY",serve_ware,pcs,1000,,
206,69001,"CORNER STORE TABLE MAT",serve_ware,pcs,1000,,
237,69046,"DESSERT FORK",serve_ware,pcs,1000,,
238,69047,"DESSERT IRON SPOON",serve_ware,pcs,1000,,
295,69127,"FRUIT JUICE GLASS",serve_ware,pcs,1000,,
367,69237,"ICE SPOON",serve_ware,pcs,1000,,
380,69263,"KISMEF SILVER KNIFE",serve_ware,pcs,1000,,
381,69264,"KISMEF SILVER SPOON",serve_ware,pcs,1000,,
390,69275,"KITCHEN KNIFE",serve_ware,pcs,1000,,
395,69288,"LEATHER MART",serve_ware,pcs,1000,,
471,69409,"PARLET KNIFE",serve_ware,pcs,1000,,
513,69475,"PLASTIC DISPOSABLE TRAY",serve_ware,pcs,1000,,
515,69477,"PLASTIC FORK",serve_ware,pk,1000,,
586,69595,"SOSA CERAMIC PLATE",serve_ware,pcs,1000,,
620,69641,"SWEETTOOTH BRANDED TRAY",serve_ware,pcs,1000,,
627,69649,"TEA SPOON",serve_ware,pcs,1000,,
709,69827,"WOODEN FORK",serve_ware,pk,1000,,
2,68647,"CAN COKE",soft_drinks,pcs,13,,
3,68648,"CAN FANTA",soft_drinks,pcs,10,,
118,68871,"CAN SCHWEEPES TONIC",soft_drinks,pcs,1001,,
4,68649,"CAN SCHWEPPES",soft_drinks,pcs,13,,
5,68650,"CAN SPRITE",soft_drinks,pcs,19,,
140,68906,"CHECKERS CUSTARD",starch,g,1001,,
322,69167,"GOLDEN SELLA PURE (BASMATI RICE)",starch,g,1001,,
464,69401,"PANKO BREAD CRUMBS",starch,g,1000,,
92,68834,"BRANDED SUGAR (BROWN)",sugar,pcs,1000,,
93,68835,"BRANDED SUGAR (WHITE)",sugar,pcs,1000,,
99,68847,"BROWN SUGAR",sugar,g,1000,,
7,68701,"GRANULATED SUGAR",sugar,g,1001,,
370,69241,"ICING SUGAR",sugar,g,1001,,
543,69534,"RED SUGAR FLAIR",sugar,g,1000,,
126,68883,"CARAMEL FLAVOUR SYRUP",syrup,g,1000,,
165,68941,"CHOCOLATE SYRUP",syrup,g,1000,,
412,69313,"MAPLE SYRUP",syrup,g,1001,,
417,69320,"MARPLE SYRUP",syrup,g,1000,,
558,69555,"SAPPERETE KIWI SYRUP",syrup,ml,1000,,
64,68785,"BIGELOW CONSTANT COMMENT",tea,pcs,1001,,
65,68787,"BIGELOW EARL GREY",tea,pcs,1001,,
66,68790,"BIGELOW GINGER PEACH TUMERIC",tea,pcs,1001,,
67,68791,"BIGELOW GREEN TEA  AND GINGER",tea,pcs,1001,,
68,68792,"BIGELOW GREEN TEA CLASSIC",tea,pcs,1001,,
69,68793,"BIGELOW GREEN TEA DECAFFEINATED",tea,pcs,1000,,
717,69899,"BIGELOW GREEN TEA WITH POMEGRANATE",tea,pcs,1001,,
70,68797,"BIGELOW I LOVE LEMON'",tea,pcs,1001,,
71,68798,"BIGELOW LAVENDAR CHAMOMILE",tea,pcs,1001,,
718,69901,"BIGELOW LAVENDER CHAMOMILE",tea,pcs,1000,,
719,69902,"BIGELOW LEMON & GINGER",tea,pcs,1001,,
72,68799,"BIGELOW LEMON AND GINGER TEA",tea,pcs,1000,,
1,68632,"BIGELOW PEPPERMINT",tea,pcs,21,20,
131,68891,"CELESTIAL COUNTRY PEACH PASSION",tea,pcs,1000,,
132,68895,"CELESTIAL MORNING THUNDER",tea,pcs,1000,,
133,68896,"CELESTIAL PEPPERMINT",tea,pcs,1001,,
143,68909,"CHIA SEED",tea,g,1000,,
243,69052,"DIPLOMAT PEPPERMINT",tea,pcs,1000,,
260,69077,"ENGLISH TEA SHOP (LEMON GRASS)",tea,pcs,1001,,
261,69079,"EROS TEA",tea,pcs,1000,,
329,69181,"GREEN TEA POWDER",tea,g,1000,,
340,69192,"H&H CAMOMILE",tea,pcs,1000,,
341,69193,"H&H CAMOMILE & MANUKA HONEY",tea,pcs,1000,,
342,69194,"H&H MATCHA GREEN TEA",tea,pcs,1000,,
343,69195,"H&H NIGHT TIME",tea,pcs,1000,,
345,69199,"HAMPSTEAD EARL GREY",tea,bag,1000,,
722,70129,"HAMPSTEAD EARL GREY",tea,pcs,1000,,
346,69200,"HAMPSTEAD ENGLISH BREAKFAST",tea,pcs,1001,,
347,69201,"HAMPSTEAD GREEN TEA $ MINT",tea,pcs,1001,,
723,70134,"HAMPSTEAD LEMON AND GINGER",tea,pcs,1000,,
348,69205,"HAMPSTEAD PEPPERMINT & SPEARMINT",tea,pcs,1000,,
349,69206,"HAMPSTEAD ROOLBOS",tea,pcs,1000,,
350,69207,"HAMPSTEAD TUMERIC & CINNAMON",tea,pcs,1000,,
745,70599,"HAMPSTEAD WILD ROSEHIP & HIBISCUS",tea,pcs,1001,,
368,69238,"ICE TEA RAPBERRY FLAVOURED TIN",tea,g,1001,,
725,70171,"LEMON AND GINGER INFUSO",tea,pcs,1000,,
402,69298,"LIPTON ICED TEA",tea,g,1001,,
414,69316,"MARCO POLO TEA",tea,pcs,1000,,
420,69325,"MATCHA POWDER",tea,g,1001,,
727,70231,"ORGANIC PU-ERH TEA WITH CHOCOLATE",tea,pcs,1001,,
529,69500,"PU-ERH ORGANIC MINT TEA",tea,pcs,1000,,
531,69516,"PUKKA THREE GINGER TEA",tea,pcs,1000,,
532,69518,"PURE HONEY",tea,g,1000,,
646,69694,"TWINING CHAI",tea,pcs,1000,,
647,69699,"TWINING EARL GREY",tea,pcs,1000,,
648,69706,"TWINING GREEN TEA JASMINE",tea,pcs,1000,,
649,69722,"TWINING PURE GREEN",tea,pcs,1000,,
733,70376,"TWININGS EARL GREY",tea,pcs,1000,,
651,69732,"TWININGS INFUSO ORANGE, MANGO & CINNAMON",tea,pcs,1000,,
652,69738,"TWINNING CHAI TEA",tea,pcs,1000,,
653,69740,"TWINNING ENGLISH BREAKFAST",tea,pcs,1000,,
654,69742,"TWINNING INFUSO LEMON&GINGER",tea,pcs,1000,,
650,69723,"TWINNING PURE PEPPERMINT",tea,pcs,1000,,
712,69839,"YOGI GINGER AND LEMON TEA",tea,pcs,1000,,
713,69843,"YOGI POSITIVE ENERGY",tea,pcs,1000,,
138,68904,"CERAMIC TEA POT FOR ORGANIC BREW",tea_pot,pcs,1000,,
30,68737,"AMARENA BLACKCHERRY TOPPING (N01)",topping,g,1000,,
85,68826,"BLUE PEARL TOPPING",topping,g,0,2000,
902,71983,"CARAMEL SAUCE",topping,g,1,3000,100000
124,68881,"CARAMEL SPREAD",topping,g,1000,,
125,68882,"CARAMEL TOPPING",topping,g,1001,,
166,68942,"CHOCOLATE TOPPING",topping,g,1000,,
220,69027,"CUKY GRAINS",topping,g,1000,,
282,69112,"FRAGOLA  (STRAWBERRY ) TOPPING (I07)",topping,g,1000,,
337,69189,"GUMMY BEAR",topping,g,1000,,
391,69279,"KIWI TOPPING (I08)",topping,g,1000,,
407,69305,"M&S SPECKLED EGG",topping,g,1000,,
418,69322,MASHMELLOW,topping,g,1000,,
460,69392,OREOS,topping,g,1001,,
501,69459,PICKLES,topping,g,1000,,
582,69589,"SMARTIES TOPPING",topping,g,1000,,
592,69605,SPRINKLES,topping,spn,1000,,
593,69606,"SPRINKLES TOPPINGS",topping,g,1000,,
622,69643,"SWEETTOOTH WAFER",topping,pcs,1000,,
625,69646,"TAPIOCA PEARLS",topping,g,1000,,
149,68918,"WAFER ROLLS",topping,pcs,1000,,
682,69794,"WAFER ROLLS",topping,pcs,1000,,
724,70141,"HAZELNUT TOPPING",toppings,spn,1000,,
34,68742,"APPLE FRUIT",vegetable,g,1,500,
37,68746,AVOCADO,vegetable,pcs,1,,
51,68762,"BANANA FRUIT",vegetable,g,1001,,
60,68776,"BELL PEPPER",vegetable,g,1001,,
81,68821,"BLUE BERRY",vegetable,g,1001,,
98,68845,BROCCOLI,vegetable,g,1000,,
107,68856,CABBAGE,vegetable,g,1001,,
128,68886,CARROT,vegetable,g,1001,,
129,68888,CAULIFLOWER,vegetable,g,1001,,
130,68890,CELERY,vegetable,g,1001,,
179,68964,"COCONUT FRUIT",vegetable,pcs,1000,,
219,69026,CUCUMBER,vegetable,g,1000,,
290,69121,"FRESH PEPPER",vegetable,g,1001,,
291,69122,"FRESH TOMATOES",vegetable,g,1001,,
299,69131,GARLIC,vegetable,g,1001,,
300,69132,"GARLIC POWDER",vegetable,g,1001,,
310,69147,GINGER,vegetable,g,1000,,
320,69164,"GOLD LEAVE",vegetable,pcs,1000,,
332,69184,GROUNDNUT,vegetable,g,1001,,
333,69185,"GROUNDNUT BOTTLE",vegetable,btl,1000,,
375,69248,"IRISH POTATO",vegetable,g,1001,,
396,69289,LEEK,vegetable,kg,1001,,
397,69290,LEMON,vegetable,g,1002,,
398,69294,LETTUCE,vegetable,g,1001,,
433,69343,"MINT LEAVE",vegetable,g,1000,,
456,69388,ONIONS,vegetable,g,1000,,
457,69389,ORANGE,vegetable,pcs,1000,,
473,69411,"PARSLEY LEAF",vegetable,g,1000,,
503,69461,"PINEAPPLE FRUIT",vegetable,g,1000,,
538,69528,"RECELLERI MIXED FRUIT",vegetable,g,1000,,
539,69530,"RED CHERRY FRUIT",vegetable,g,1000,,
542,69533,"RED GRAPE",vegetable,g,1001,,
590,69600,SPINACH,vegetable,g,1000,,
591,69603,"SPRING ONIONS",vegetable,g,1000,,
740,70593,"STRAWBERRY FRUIT",vegetable,g,1000,,
631,69659,"THYME LEAVE",vegetable,g,1000,,
699,69816,"WHITE ONIONS",vegetable,g,1000,,
700,69817,"WHITE PEARLS",vegetable,g,1000,,
716,69849,"ZOBO LEAVE",vegetable,g,1000,,
227,69034,"C-WAY WATER",water,g,1000,,
444,69371,"NESTLE WATER",water,btl,1001,,
8,68704,"10 INCHES CAKE BOARD",wip,pcs,6,,
10,68706,"12 INCHES CAKE BOARD",wip,pcs,38,,
13,68709,"14 INCHES CAKE BOARD",wip,pcs,14,,
15,68711,"16 INCHES CAKE BOARD",wip,pcs,9,,
17,68714,"20 INCHES CAKE BOARD",wip,pcs,9,,
18,68716,"22 INCHES CAKE BOARD",wip,pcs,10,,
19,68717,"24 INCHES CAKE BOARD",wip,pcs,24,,
23,68721,"8 INCHES CAKE BOARD",wip,pcs,1001,,
97,68844,"BREAKABLE LONG BOWL",wip,pcs,1000,,
11,68707,"CAKE BOX LOW(UNBRD)",wip,pcs,21,,
576,69580,"SLICE CAKE BOARD",wip,pk,1000,,
596,69609,"STACKING BOARD 10 INCHES",wip,pcs,1000,,
597,69610,"STACKING BOARD 12 INCHES",wip,pcs,1000,,
598,69611,"STACKING BOARD 8 INCHES",wip,pcs,1000,,
601,69616,"STALK SMOOTHER BOARD",wip,pcs,1000,,
293,69124,"FROZEN YOGHURT",yoghurt,g,1000,,
328,69175,"GREEK YOUGHURT",yoghurt,g,1001,,
